Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,Consumer,Delaware,Storage,0.00%,$63 ,6,$227 
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,Consumer,Delaware,Envelopes,0.00%,$52 ,9,$115 
Technology,Wilmington,United States,SC-20725,Steven Cartwright,6/12/2020,CA-2020-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,Consumer,Delaware,Phones,0.00%,$20 ,7,$68 
Furniture,Houston,United States,AD-10180,Alan Dominguez,12/26/2018,US-2018-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,Home Office,Texas,Chairs,30.00%,($9),3,$601 
Furniture,Bloomington,United States,PF-19165,Philip Fox,9/20/2018,US-2018-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,Consumer,Illinois,Tables,50.00%,($408),6,$618 
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,11/5/2021,US-2021-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,Consumer,Arizona,Binders,70.00%,($2),2,$2 
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,11/5/2021,US-2021-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,Arizona,Storage,20.00%,$30 ,7,$244 
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,11/6/2020,US-2020-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",West,Home Office,California,Chairs,20.00%,($9),2,$81 
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,11/6/2020,US-2020-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,California,Furnishings,0.00%,$26 ,3,$239 
Technology,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,Ohio,Phones,40.00%,($12),5,$60 
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,OFF-PA-10002377,Xerox 1916,East,Corporate,Ohio,Paper,20.00%,$29 ,2,$78 
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2/2/2021,US-2021-164147,43229,OFF-FA-10002780,Staples,East,Corporate,Ohio,Fasteners,20.00%,$7 ,9,$21 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-PA-10001804,Xerox 195,West,Consumer,California,Paper,0.00%,$10 ,3,$20 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-PA-10001736,Xerox 1880,West,Consumer,California,Paper,0.00%,$17 ,1,$35 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,California,Art,0.00%,$3 ,4,$12 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-FA-10002988,Ideal Clamps,West,Consumer,California,Fasteners,0.00%,$2 ,2,$4 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,Consumer,California,Binders,20.00%,$27 ,3,$76 
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,Consumer,California,Supplies,0.00%,$18 ,6,$66 
Furniture,Roseville,United States,LC-16885,Lena Creighton,10/13/2020,CA-2020-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,Consumer,California,Furnishings,0.00%,$21 ,14,$43 
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,9/5/2020,CA-2020-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,Pennsylvania,Furnishings,20.00%,$10 ,2,$83 
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-AR-10000940,Newell 343,West,Corporate,California,Art,0.00%,$2 ,3,$9 
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,Corporate,California,Envelopes,0.00%,$5 ,3,$11 
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,9/18/2021,CA-2021-106180,94122,OFF-PA-10004327,Xerox 1911,West,Corporate,California,Paper,0.00%,$69 ,3,$144 
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,12/22/2021,CA-2021-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Consumer,Missouri,Appliances,0.00%,$218 ,3,$839 
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,9/7/2019,CA-2019-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,Consumer,California,Storage,0.00%,$20 ,7,$672 
Furniture,Newark,United States,MG-17680,Maureen Gastineau,10/22/2018,CA-2018-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Home Office,Ohio,Furnishings,20.00%,$13 ,4,$94 
Technology,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporate,Wisconsin,Phones,0.00%,$104 ,11,$384 
Technology,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,Corporate,Wisconsin,Phones,0.00%,$6 ,3,$150 
Furniture,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,Wisconsin,Chairs,0.00%,$586 ,8,"$1,952 "
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,12/5/2020,CA-2020-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,Corporate,Wisconsin,Binders,0.00%,$81 ,5,$172 
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,3/13/2020,CA-2020-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,Arizona,Appliances,20.00%,$18 ,5,$158 
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,3/13/2020,CA-2020-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,Arizona,Phones,20.00%,$15 ,2,$203 
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,California,Paper,0.00%,$26 ,7,$58 
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-PA-10002254,Xerox 1883,West,Corporate,California,Paper,0.00%,$49 ,4,$106 
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,5/31/2019,CA-2019-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,California,Storage,0.00%,$21 ,6,$81 
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,5/28/2019,CA-2019-118948,98105,OFF-AR-10001547,Newell 311,West,Home Office,Washington,Art,0.00%,$2 ,3,$7 
Furniture,Seattle,United States,DB-13060,Dave Brooks,3/1/2018,CA-2018-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,Consumer,Washington,Chairs,20.00%,$51 ,2,$458 
Office Supplies,Edmond,United States,NP-18670,Nora Paige,11/20/2020,CA-2020-114104,73034,OFF-LA-10002475,Avery 519,Central,Consumer,Oklahoma,Labels,0.00%,$7 ,2,$15 
Technology,Edmond,United States,NP-18670,Nora Paige,11/20/2020,CA-2020-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,Consumer,Oklahoma,Phones,0.00%,$236 ,7,$945 
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,5/11/2020,CA-2020-162733,90045,OFF-PA-10002751,Xerox 1920,West,Consumer,California,Paper,0.00%,$3 ,1,$6 
Technology,Philadelphia,United States,EM-13960,Eric Murdock,12/28/2019,CA-2019-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,Consumer,Pennsylvania,Accessories,20.00%,$1 ,2,$54 
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,11/16/2020,CA-2020-154508,88220,OFF-EN-10001990,Staple envelope,West,Consumer,New Mexico,Envelopes,0.00%,$13 ,5,$28 
Office Supplies,Seattle,United States,MJ-17740,Max Jones,11/7/2020,CA-2020-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,Consumer,Washington,Binders,20.00%,$10 ,2,$28 
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Central,Consumer,Texas,Art,20.00%,$3 ,3,$10 
Technology,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Central,Consumer,Texas,Machines,40.00%,"($1,360)",8,"$8,160 "
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,Texas,Storage,20.00%,($59),3,$276 
Furniture,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,Consumer,Texas,Chairs,30.00%,($25),9,"$1,740 "
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Central,Consumer,Texas,Art,20.00%,$7 ,6,$32 
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Central,Consumer,Texas,Appliances,80.00%,($454),5,$178 
Technology,San Antonio,United States,BM-11140,Becky Martin,9/8/2018,CA-2018-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,Texas,Phones,20.00%,$9 ,3,$144 
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,Consumer,California,Paper,0.00%,$10 ,3,$21 
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,OFF-PA-10001144,Xerox 1913,West,Consumer,California,Paper,0.00%,$53 ,2,$111 
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,8/5/2018,CA-2018-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",West,Consumer,California,Chairs,20.00%,$21 ,7,$340 
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,9/14/2018,US-2018-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,Corporate,Illinois,Appliances,80.00%,($131),2,$52 
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,9/14/2018,US-2018-100853,60623,OFF-LA-10003148,Avery 51,Central,Corporate,Illinois,Labels,20.00%,$7 ,4,$20 
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,4/21/2021,US-2021-152366,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,Texas,Appliances,80.00%,($243),4,$97 
Furniture,Newark,United States,JE-15745,Joel Eaton,11/21/2019,US-2019-101511,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,Ohio,Chairs,30.00%,($11),7,$397 
Office Supplies,Newark,United States,JE-15745,Joel Eaton,11/21/2019,US-2019-101511,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,East,Consumer,Ohio,Supplies,20.00%,($4),5,$16 
Office Supplies,New York City,United States,JK-15640,Jim Kriz,12/15/2019,CA-2019-137225,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Home Office,New York,Art,0.00%,$1 ,1,$3 
Office Supplies,Decatur,United States,DK-13150,David Kendrick,12/5/2018,CA-2018-166191,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,Illinois,Storage,20.00%,$2 ,2,$25 
Technology,Decatur,United States,DK-13150,David Kendrick,12/5/2018,CA-2018-166191,62521,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,Illinois,Accessories,20.00%,$77 ,7,$409 
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-PH-10003273,AT&T TR1909W,South,Home Office,Louisiana,Phones,0.00%,$131 ,4,$504 
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),South,Home Office,Louisiana,Phones,0.00%,$42 ,5,$150 
Technology,Monroe,United States,RM-19675,Robert Marley,11/19/2018,CA-2018-158274,71203,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,South,Home Office,Louisiana,Accessories,0.00%,$7 ,2,$29 
Office Supplies,Fairfield,United States,SK-19990,Sally Knutson,11/28/2020,CA-2020-105018,6824,OFF-BI-10001890,Avery Poly Binder Pockets,East,Consumer,Connecticut,Binders,0.00%,$3 ,2,$7 
Technology,Los Angeles,United States,FM-14290,Frank Merwin,8/26/2018,CA-2018-123260,90032,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,California,Accessories,0.00%,$23 ,8,$177 
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,7/16/2020,CA-2020-157000,75051,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Central,Corporate,Texas,Storage,20.00%,$4 ,3,$37 
Office Supplies,Grand Prairie,United States,AM-10360,Alice McCarthy,7/16/2020,CA-2020-157000,75051,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Central,Corporate,Texas,Paper,20.00%,$6 ,3,$20 
Furniture,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,Home Office,New York,Bookcases,20.00%,$112 ,4,$899 
Technology,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Home Office,New York,Phones,0.00%,$20 ,6,$72 
Office Supplies,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,OFF-PA-10000061,Xerox 205,East,Home Office,New York,Paper,0.00%,$25 ,8,$52 
Furniture,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Home Office,New York,Bookcases,20.00%,$47 ,3,$626 
Office Supplies,New York City,United States,MP-17470,Mark Packer,10/12/2019,CA-2019-102281,10035,OFF-AR-10003514,4009 Highlighters by Sanford,East,Home Office,New York,Art,0.00%,$7 ,5,$20 
Office Supplies,Redlands,United States,MZ-17515,Mary Zewe,10/31/2019,CA-2019-131457,92374,OFF-EN-10001509,Poly String Tie Envelopes,West,Corporate,California,Envelopes,0.00%,$7 ,7,$14 
Office Supplies,Hamilton,United States,CB-12025,Cassandra Brandow,3/21/2018,CA-2018-140004,45011,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,Consumer,Ohio,Art,20.00%,$1 ,2,$7 
Office Supplies,Hamilton,United States,CB-12025,Cassandra Brandow,3/21/2018,CA-2018-140004,45011,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,Ohio,Art,20.00%,$2 ,3,$6 
Office Supplies,Westfield,United States,VM-21685,Valerie Mitchum,11/6/2021,CA-2021-107720,7090,OFF-ST-10001414,Decoflex Hanging Personal Folder File,East,Home Office,New Jersey,Storage,0.00%,$12 ,3,$46 
Office Supplies,Philadelphia,United States,FH-14365,Fred Hopkins,7/6/2021,US-2021-124303,19120,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Corporate,Pennsylvania,Binders,70.00%,($2),2,$3 
Office Supplies,Philadelphia,United States,FH-14365,Fred Hopkins,7/6/2021,US-2021-124303,19120,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",East,Corporate,Pennsylvania,Paper,20.00%,$6 ,3,$16 
Office Supplies,Akron,United States,MB-17305,Maria Bertelson,6/24/2021,CA-2021-105074,44312,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,East,Consumer,Ohio,Paper,20.00%,$7 ,3,$22 
Furniture,Denver,United States,BS-11755,Bruce Stewart,8/3/2018,CA-2018-133690,80219,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West,Consumer,Colorado,Tables,50.00%,($162),2,$219 
Office Supplies,Denver,United States,BS-11755,Bruce Stewart,8/3/2018,CA-2018-133690,80219,OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",West,Consumer,Colorado,Appliances,20.00%,$0 ,1,$3 
Office Supplies,Dallas,United States,LC-17140,Logan Currie,12/17/2021,US-2021-116701,75220,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Central,Consumer,Texas,Appliances,80.00%,($179),2,$66 
Furniture,Franklin,United States,HK-14890,Heather Kirkland,6/3/2021,CA-2021-126382,37064,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",South,Corporate,Tennessee,Furnishings,20.00%,$10 ,7,$35 
Technology,Whittier,United States,LE-16810,Laurel Elliston,12/9/2021,CA-2021-108329,90604,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,West,Consumer,California,Phones,20.00%,$44 ,4,$445 
Office Supplies,Saginaw,United States,JH-15985,Joseph Holt,12/1/2021,CA-2021-135860,48601,OFF-ST-10000642,"Tennsco Lockers, Gray",Central,Consumer,Michigan,Storage,0.00%,$6 ,4,$84 
Technology,Saginaw,United States,JH-15985,Joseph Holt,12/1/2021,CA-2021-135860,48601,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Central,Consumer,Michigan,Phones,0.00%,$36 ,2,$132 
Office Supplies,Saginaw,United States,JH-15985,Joseph Holt,12/1/2021,CA-2021-135860,48601,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Central,Consumer,Michigan,Binders,0.00%,$7 ,4,$16 
Office Supplies,Saginaw,United States,JH-15985,Joseph Holt,12/1/2021,CA-2021-135860,48601,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Central,Consumer,Michigan,Fasteners,0.00%,$16 ,9,$52 
Office Supplies,Saginaw,United States,JH-15985,Joseph Holt,12/1/2021,CA-2021-135860,48601,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Central,Consumer,Michigan,Storage,0.00%,$4 ,1,$92 
Technology,Dallas,United States,MS-17980,Michael Stewart,2/9/2019,CA-2019-101007,75220,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Central,Corporate,Texas,Accessories,20.00%,$7 ,2,$21 
Office Supplies,Medina,United States,VW-21775,Victoria Wilson,1/2/2019,CA-2019-146262,44256,OFF-LA-10004544,Avery 505,East,Corporate,Ohio,Labels,20.00%,$9 ,2,$24 
Furniture,Medina,United States,VW-21775,Victoria Wilson,1/2/2019,CA-2019-146262,44256,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,East,Corporate,Ohio,Bookcases,50.00%,($244),5,$452 
Technology,Medina,United States,VW-21775,Victoria Wilson,1/2/2019,CA-2019-146262,44256,TEC-PH-10002844,Speck Products Candyshell Flip Case,East,Corporate,Ohio,Phones,40.00%,($15),3,$63 
Technology,Medina,United States,VW-21775,Victoria Wilson,1/2/2019,CA-2019-146262,44256,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,East,Corporate,Ohio,Machines,70.00%,($950),9,"$1,188 "
Technology,Medina,United States,VW-21775,Victoria Wilson,1/2/2019,CA-2019-146262,44256,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,East,Corporate,Ohio,Accessories,20.00%,$4 ,2,$90 
Office Supplies,Los Angeles,United States,JH-15910,Jonathan Howell,10/28/2020,CA-2020-130162,90032,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",West,Consumer,California,Storage,0.00%,$26 ,6,$93 
Technology,Los Angeles,United States,JH-15910,Jonathan Howell,10/28/2020,CA-2020-130162,90032,TEC-PH-10002563,Adtran 1202752G1,West,Consumer,California,Phones,20.00%,$23 ,3,$302 
Office Supplies,Dublin,United States,JB-15925,Joni Blumstein,12/24/2019,CA-2019-169397,43017,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,East,Consumer,Ohio,Fasteners,20.00%,$2 ,2,$6 
Office Supplies,Dublin,United States,JB-15925,Joni Blumstein,12/24/2019,CA-2019-169397,43017,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",East,Consumer,Ohio,Paper,20.00%,$8 ,6,$23 
